panel zone shear distortion (rad),panel zone shear force (kN)
0.00165262,1716.630132
0.00169161,1753.633707
0.00173143,1789.439662
0.00176987,1830.026661
0.00180309,1867.020805
0.00183989,1904.02438
0.00188465,1941.027954
0.00191567,1976.83391
0.00195412,2011.442247
0.00197224,1968.478872
0.00197224,1923.120261
0.00197196,1880.156886
0.00197224,1838.381699
0.00193819,1794.211275
0.00190497,1753.633707
0.00185966,1713.056138
0.00182149,1674.854945
0.00178772,1634.277376
0.00174625,1593.699808
0.00170479,1553.112809
0.00166388,1514.921046
0.0016367,1476.729284
0.00160622,1438.537522
0.0015664,1399.148141
0.00152741,1357.372954
0.00148732,1317.983574
0.00145355,1279.791811
0.00141867,1241.600049
0.0013827,1203.398857
0.00133904,1161.265327
0.00130609,1120.206825
0.00126765,1082.731748
0.0012358,1044.181643
0.0012034,1008.130505
0.00116606,969.8255823
0.00113283,932.9408269
0.00109164,894.0304934
0.0010532,855.9556639
0.00102355,815.8514846
0.000977964,777.4192556
0.000939797,739.224664
0.000898609,701.2695962
0.000857696,658.1817443
0.000817332,619.0328303
0.000779164,579.4067552
0.000736878,540.2578412
0.000698436,499.1993391
0.000654228,457.3053333
0.000614413,414.4560621
0.000564987,372.5620563
0.000522152,330.4294698
0.000469157,286.2675335
0.000428161,243.538024
0.000386315,201.1668569
0.000342161,160.1083549
0.000307124,119.6467759
0.000258577,78.14619244
0.000212831,39.99988298
0.000171177,0.767461107
0.000131334,-34.01301775
0.000103876,-72.17120907
5.83E-05,-112.7882898
1.48E-05,-154.6342022
-2.95E-05,-194.2612205
-6.84E-05,-231.3807845
-0.00010473,-268.7389291
-0.000147389,-306.4554162
-0.000184961,-346.321015
-0.000219586,-384.753244
-0.000262669,-422.4697311
-0.000290539,-459.8288187
-0.000331068,-495.7545366
-0.000365693,-531.9197779
-0.000409638,-570.9489302
-0.000445534,-610.3373675
-0.000482282,-646.9797704
-0.000523223,-684.2181532
-0.000550682,-718.8321488
-0.000584456,-753.9223631
-0.000623309,-789.4906815
-0.000660461,-826.2528461
-0.000691736,-862.4171444
-0.000725098,-896.9113783
-0.000764007,-930.5701085
-0.000796408,-963.9883719
-0.000837843,-999.6811672
-0.000870711,-1032.384632
-0.000905007,-1065.804781
-0.000938369,-1099.338092
-0.000978184,-1132.399899
-0.00101498,-1165.103364
-0.00104985,-1202.46528
-0.00108033,-1235.046154
-0.00112069,-1268.466304
-0.0011487,-1301.886453
-0.00118659,-1334.118415
-0.00122641,-1367.529134
-0.00126073,-1402.146902
-0.00130549,-1439.150476
-0.00134503,-1476.14462
-0.00137578,-1511.950576
-0.00141642,-1547.765962
-0.00144718,-1579.988494
-0.00148781,-1616.992068
-0.00152543,-1653.986212
-0.00156168,-1690.989786
-0.00160177,-1727.993361
-0.00163939,-1766.185123
-0.00167536,-1804.376885
-0.00171847,-1838.994653
-0.00176268,-1875.988797
-0.00179782,-1912.992371
-0.00183764,-1953.56994
-0.00185192,-1967.894208
-0.00188679,-2000.12617
-0.00188761,-1957.153365
-0.00188734,-1914.189989
-0.00188734,-1872.414802
-0.00187965,-1831.827804
-0.00184258,-1790.052617
-0.00180331,-1749.475048
-0.00176679,-1710.085667
-0.00172753,-1665.924674
-0.00168332,-1626.535293
-0.00164707,-1587.145913
-0.00160671,-1547.765962
-0.00156909,-1510.762388
-0.00153477,-1473.758814
-0.0014988,-1437.952858
-0.00145953,-1398.563477
-0.00142219,-1360.371715
-0.00138265,-1324.565759
-0.00134338,-1286.373997
-0.00131126,-1251.756229
-0.00126952,-1217.147891
-0.00123272,-1181.455096
-0.00119236,-1144.696703
-0.00114321,-1105.307323
-0.00111273,-1069.265615
-0.00106935,-1032.620383
-0.0010364,-996.2203333
-0.000994385,-960.2917868
-0.000945783,-921.2598055
-0.000910801,-887.123914
-0.000872084,-847.9750001
-0.000834356,-812.8847859
-0.000795118,-777.0778871
-0.000758021,-740.7938267
-0.000710326,-701.1668085
-0.000675673,-663.2117407
-0.000644864,-628.5986881
-0.000597114,-590.1655162
-0.000565042,-555.1941211
-0.000530417,-516.8807108
-0.000488158,-477.9703772
-0.000450175,-440.7319946
-0.000415964,-400.7475769
-0.000368686,-360.8819781
-0.000333594,-324.7176796
-0.000295591,-286.7616689
-0.000264371,-249.1649436
-0.000222991,-210.1348485
-0.000191716,-171.344277
-0.000157947,-132.6725244
-0.000117388,-94.84853455
-7.85E-05,-58.38549167
-4.31E-05,-20.53283445
-7.61E-06,20.99839675
3.42E-05,61.60340697
7.90E-05,101.4448649
0.000102173,138.0269151
0.000141823,177.4144097
0.000185455,216.2059242
0.000229361,256.3091607
0.000281231,297.845767
0.00031462,337.2332616
0.000355616,377.6948406
0.000396117,421.3796156
0.000439667,463.7507828
0.000483985,506.2417115
0.000524074,546.5835286
0.00056691,588.8358769
0.000610294,630.8496444
0.000653404,672.1467273
0.000691571,713.3249912
0.000730563,753.4282275
0.000767632,791.7416377
0.00080525,830.4133905
0.000847262,868.7268008
0.000883507,902.8626922
0.000920027,940.4594175
0.000955174,977.3413438
0.0010024,1015.778288
0.00102547,1051.225901
0.00106281,1087.861703
0.0011018,1125.346211
0.0011375,1162.462946
0.00117237,1201.01305
0.00120532,1238.016624
0.00124184,1275.020199
0.00127781,1314.400149
0.00131159,1350.206105
0.00134481,1387.209679
0.00138243,1425.401442
0.00141785,1462.405016
0.00145437,1499.40859
0.00148622,1535.214546
0.00152164,1571.020502
0.00155322,1606.826458
0.00159633,1643.830032
0.00162708,1682.021795
0.00165756,1721.411175
0.00169573,1757.217131
0.00173555,1791.825469
0.00177124,1831.214849
0.00180419,1867.020805
0.00184511,1906.410186
0.00189151,1945.799566
0.00192144,1982.803141
0.00195439,2010.254059
0.00197169,1966.093066
0.00197306,1923.120261
0.00197224,1880.156886
0.00197279,1837.18408
0.00193846,1795.408894
0.00190524,1753.633707
0.00185856,1710.670331
0.00181682,1670.083333
0.00178552,1631.89157
0.00174598,1592.50219
0.00170452,1553.112809
0.00166388,1514.921046
0.00163724,1476.729284
0.00160814,1438.537522
0.00156668,1399.148141
0.00152823,1357.372954
0.00148814,1319.181192
0.0014541,1279.791811
0.00142087,1242.788237
0.00138353,1204.596475
0.00133932,1160.793824
0.00130966,1124.148592
0.00126848,1083.448433
0.00123498,1045.850764
0.0012056,1009.686466
0.00116715,971.7304554
0.00113393,934.1337301
0.00109494,896.5370048
0.00105567,857.3880909
0.00102629,817.6422536
0.000980985,779.9257667
0.000940895,740.657091
0.000899433,701.2695962
0.000860716,659.9725137
0.000817606,618.7942499
0.000780812,579.2879365
0.000736878,539.4223375
0.000697887,497.8866742
0.000654502,456.2312492
0.000612216,412.546474
0.000562791,369.1012225
0.000519406,327.2072167
0.000468855,286.9842184
0.000429397,243.8963664
0.00038755,201.4054375
0.000342848,159.8697742
0.000309183,120.7208603
0.00025844,77.0838956
0.000213655,38.9257043
0.000171451,-0.459521397
0.000132158,-36.00625054
0.000101816,-75.84733123
5.36E-05,-119.51947
8.46E-06,-160.8410709
-3.08E-05,-198.7961386
-6.80E-05,-234.7227994
-0.000103884,-270.8870978
-0.000147807,-309.0816892
-0.000186663,-350.0204295
-0.000217911,-387.2597552
-0.000260554,-425.214823
-0.000289276,-460.1862182
-0.000331919,-497.425544
-0.000364018,-533.2324428
-0.000411752,-573.2168609
-0.000442978,-610.694767
-0.000481843,-648.0538549
-0.000522784,-685.7703419
-0.000551093,-720.2645758
-0.000585719,-755.4745517
-0.000623309,-790.6845277
-0.000662163,-831.0263448
-0.000694262,-866.7144249
-0.00072551,-900.0148126
-0.00076571,-936.1800539
-0.000803767,-970.3159454
-0.000842841,-1006.121902
-0.000879306,-1039.664642
-0.00090929,-1072.245516
-0.000939193,-1101.365556
-0.000981754,-1136.813169
-0.00102184,-1170.836843
-0.00105205,-1206.407047
-0.00108637,-1239.817767
-0.00112262,-1272.049728
-0.00115035,-1304.27226
-0.00119236,-1337.692409
-0.00122751,-1369.92437
-0.00126403,-1406.918515
-0.00130824,-1443.922089
-0.00134695,-1479.728045
-0.00137908,-1514.345813
-0.00141917,-1551.339957
-0.00145102,-1584.760106
-0.00148946,-1619.377874
-0.00152653,-1655.18383
-0.0015625,-1693.375592
-0.00160094,-1730.379167
-0.00164158,-1768.570929
-0.001677,-1805.574503
-0.00172423,-1841.380459
-0.00176432,-1881.958028
-0.00180249,-1918.961602
-0.00184038,-1958.350983
-0.00184972,-1966.70602
-0.00188514,-2001.314358
-0.00188734,-1957.153365
-0.00188651,-1914.189989
-0.00188596,-1872.414802
-0.00187663,-1831.827804
-0.00184038,-1791.250235
-0.00180222,-1750.663236
-0.00176432,-1711.283286
-0.0017289,-1668.31048
-0.00167783,-1625.347105
-0.00164021,-1584.760106
-0.0016004,-1545.370726
-0.0015625,-1508.376582
-0.00152626,-1470.175389
-0.00148891,-1431.983627
-0.00145212,-1396.177671
-0.00141752,-1357.985909
-0.00137716,-1322.179953
-0.00133844,-1285.176378
-0.00130741,-1251.756229
-0.00126595,-1217.147891
-0.00122943,-1181.341935
-0.00118522,-1143.621676
-0.00114019,-1104.94898
-0.00110806,-1069.623958
-0.00106688,-1033.695411
-0.00103338,-996.9275881
-0.000991089,-960.5275381
-0.000939193,-922.6922325
-0.000906682,-887.8405991
-0.000869613,-849.288608
-0.000832461,-814.9141362
-0.000793498,-779.1072369
-0.00075706,-743.3003382
-0.000712852,-706.2995927
-0.000676524,-669.1800291
-0.000644013,-633.6117107
-0.000600519,-596.7307274
-0.000561253,-559.729982
-0.000532943,-523.2063982
-0.000488598,-485.1325117
-0.000453536,-448.7286896
-0.000418496,-409.4600138
-0.000370773,-371.0277848
-0.00033785,-331.759109
-0.000300259,-295.4750488
-0.000264783,-257.9971423
-0.000222552,-216.3417172
-0.000190892,-179.9378951
-0.000154559,-140.1920581
-0.000114434,-101.2939839
-7.69E-05,-65.73792459
-3.76E-05,-27.28127171
-6.34E-06,13.49083927
3.93E-05,55.62361432
8.08E-05,95.30966474
0.000112306,134.2077389
0.000145723,173.9535759
0.000185785,211.7898249
0.00022851,250.103235
0.000273213,290.4450522
0.000309952,330.7878123
0.000348312,371.0108106
0.000392438,414.4560621
0.000434065,454.7988222
0.000476653,497.409513
0.000514464,538.2294344
0.00056032,581.5549241
0.000607548,624.1656145
0.000643519,661.8821019
0.000687178,703.0603657
0.000722325,742.9250217
0.000761865,780.4029278
0.000799484,819.6716035
0.000838749,857.5069096
0.000874171,894.1493125
0.000912613,930.6728963
0.000948584,968.627964
0.000990321,1005.989881
0.00102107,1043.342367
0.00105979,1082.137653
0.00109933,1119.612731
0.00113393,1155.89962
0.00116743,1191.469825
0.0012001,1229.661587
0.00123964,1267.85335
0.00127342,1307.24273
0.00130857,1345.434492
0.00134152,1381.240448
0.00137666,1419.432211
0.00141456,1455.247597
0.00144998,1493.439359
0.00148348,1531.631121
0.00151917,1566.248889
0.00155322,1603.243033
0.00159496,1639.048989
0.00162763,1677.250182
0.00165399,1714.244326
0.00169601,1751.2479
0.00173307,1785.856238
0.00177014,1825.245618
0.00180282,1863.446811
0.00184099,1901.638573
0.00188684,1937.444529
0.00191513,1974.448103
0.00195878,2010.254059
0.00197471,1967.281254
0.00197389,1924.317879
0.00197389,1881.345074
0.00197251,1837.18408
0.00193792,1794.211275
0.00190359,1753.633707
0.00186103,1711.858519
0.00182039,1673.666757
0.00178662,1633.089188
0.00174708,1591.314001
0.00170397,1551.924621
0.00166251,1512.53524
0.00163752,1475.531666
0.00160539,1438.537522
0.00156668,1397.950523
0.00152768,1356.175336
0.00148787,1317.983574
0.00145492,1278.594193
0.00142115,1241.600049
0.00137556,1198.627244
0.00133712,1156.493714
0.001305,1117.585267
0.001266,1079.148323
0.00123196,1041.908997
0.00120093,1003.952987
0.00116056,963.7337602
0.00112789,927.2111194
0.00108835,888.6591288
0.00104991,850.3457185
0.00101723,811.1968045
0.000973846,773.9574788
0.000933756,733.9730611
0.000893941,695.8991742
0.000854401,655.5564141
0.000815135,616.5263193
0.000776968,574.7520751
0.000733308,534.6478958
0.000692395,492.038148
0.000647363,449.1888768
0.000604802,406.2207865
0.00056032,365.6394457
0.000517759,324.7007055
0.000463803,283.0452804
0.000424482,239.9574284
0.000382498,196.6309958
0.000336532,155.0953324
0.000301468,113.7982497
0.000258385,75.38903007
0.000212502,37.08759607
0.000170682,-1.071821164
0.000132542,-36.47171854
0.000102091,-77.68543946
5.40E-05,-119.8297192
7.19E-06,-161.0796515
-3.04E-05,-198.7961386
-6.97E-05,-235.6771219
-0.000108953,-273.5133709
-0.000152433,-314.0947116
-0.000187487,-350.2599531
-0.000219174,-388.5724203
-0.000260966,-426.7670117
-0.000292653,-461.8572256
-0.000335297,-498.6193902
-0.000366572,-538.0068849
-0.000414707,-574.7690496
-0.000446366,-613.2012785
-0.000483545,-650.9177655
-0.000522372,-686.4860839
-0.000553235,-721.9355832
-0.000589508,-758.8165665
-0.000629652,-794.9808652
-0.000662987,-830.6689453
-0.000696377,-866.1175016
-0.000725098,-899.5376515
-0.000765243,-933.6735429
-0.00080039,-967.0908633
-0.000841276,-1004.330189
-0.000879113,-1037.98609
-0.000904265,-1067.351312
-0.000938918,-1100.648871
-0.000979008,-1133.833269
-0.00101937,-1167.847513
-0.00105315,-1204.492744
-0.00108527,-1237.43196
-0.00112344,-1270.85211
-0.00115145,-1304.27226
-0.00119566,-1337.692409
-0.00123053,-1372.310177
-0.00126677,-1408.116133
-0.00130906,-1445.119707
-0.00134778,-1480.925663
-0.0013821,-1515.534001
-0.00142054,-1553.725763
-0.00145569,-1588.343531
-0.00149221,-1622.951869
-0.00152873,-1656.372018
-0.00156662,-1695.761399
-0.00160479,-1733.953161
-0.00164296,-1769.768547
-0.00167783,-1805.574503
-0.00172808,-1842.568647
-0.0017657,-1883.155646
-0.00180331,-1920.14979
-0.00183928,-1957.153365
-0.00185137,-1969.091826
-0.00188624,-2006.085971
-0.00192358,-1908.220759
-0.00191562,-1849.735496
-0.00185878,-1792.438423
-0.00180908,-1735.15078
-0.00175554,-1677.863136
-0.0016965,-1624.149487
-0.00164103,-1566.861843
-0.00158502,-1511.950576
-0.00153147,-1459.434545
-0.00147848,-1406.918515
-0.00143043,-1356.78829
-0.00137551,-1305.469878
-0.00132197,-1255.339653
-0.00127089,-1208.792854
-0.00122119,-1159.256724
-0.00115749,-1108.051472
-0.00110779,-1056.129535
-0.00105452,-1007.074338
-0.00100482,-960.0466048
-0.000934799,-907.057185
-0.000892651,-857.0467224
-0.00083367,-802.3815801
-0.000777352,-750.4615292
-0.000721282,-701.8834935
-0.000668918,-649.7248623
-0.000621195,-600.0727421
-0.000567569,-551.1363639
-0.000521548,-498.7391519
-0.000469585,-445.5054936
-0.000422307,-390.4829514
-0.000362755,-336.5335508
-0.000312506,-285.2104232
-0.000265634,-234.0061145
-0.000211156,-177.4313838
-0.000160471,-123.8167505
-0.000102607,-72.93504434
-5.66E-05,-23.44512136
-5.05E-06,33.25625505
4.86E-05,88.72116139
0.000101734,141.7272726
0.000150775,196.2735963
0.000212886,250.2220539
0.000277771,307.5134694
0.000329118,362.0588501
0.000384585,420.1857695
0.000442879,476.8802618
0.000498812,534.7676575
0.000561143,593.1331574
0.000620454,650.7819724
0.000675645,705.2085343
0.000729464,761.3061035
0.000784656,816.3295888
0.000836004,866.1005276
0.000888999,915.7526478
0.000940895,968.627964
0.000995812,1020.549901
0.00103755,1072.707589
0.00109082,1123.667659
0.00114272,1174.872911
0.00119159,1228.463969
0.00124184,1282.177618
0.00129511,1335.891267
0.00133959,1387.209679
0.00139204,1440.923328
0.00143844,1488.667746
0.00148567,1539.986159
0.0015373,1592.50219
0.00159249,1643.830032
0.00163313,1698.731869
0.00168228,1748.862094
0.00173582,1797.7947
0.00178442,1851.508349
0.00183687,1904.02438
0.001897,1957.738029
0.00194258,2004.284828
0.00198899,2053.217435
0.00204528,2103.347659
0.00210788,2152.280265
0.00215813,2192.867264
0.00221085,2227.475602
0.00226714,2259.707563
0.00231163,2290.741906
0.00237506,2322.964437
0.00244205,2357.582205
0.00251317,2387.41893
0.00257166,2417.255655
0.0026274,2445.904192
0.00267628,2463.802455
0.00278336,2406.514812
0.00278584,2349.227168
0.00278611,2291.930094
0.00278501,2234.642451
0.0027603,2177.345377
0.00272158,2118.869545
0.00266035,2060.384284
0.00261147,2003.08721
0.00256891,1948.185373
0.00251262,1889.700111
0.00245112,1832.412468
0.00239016,1778.698819
0.00233112,1721.411175
0.00227593,1662.925913
0.00222019,1605.62884
0.00216582,1550.727003
0.00211255,1494.627547
0.00204748,1438.537522
0.0019835,1382.438067
0.00193517,1327.536229
0.001883,1275.020199
0.00182369,1221.30655
0.00177069,1167.234558
0.00172346,1114.247024
0.00167184,1061.363221
0.00162214,1010.167399
0.00158095,957.170435
0.00152439,901.668846
0.00147277,848.1975495
0.00141593,790.9061341
0.00136843,738.8672645
0.00131845,688.3796407
0.00126903,635.5043244
0.00122015,585.2552814
0.0011699,533.2164118
0.00111993,481.8932843
0.00106281,431.6442411
0.00101146,379.6044287
0.00095737,324.7007055
0.000902179,273.0192355
0.000840397,217.6383511
0.000780537,162.7336849
0.00072205,104.965108
0.00066631,51.02843803
0.000605901,-6.128948014
0.000547963,-63.58947293
0.000483161,-121.0593996
0.000417755,-179.1023913
0.000355479,-236.3938069
0.000300397,-292.8487757
0.00024828,-345.6043301
0.000185894,-396.4502964
0.000123618,-446.1024164
7.10E-05,-498.0224673
3.34E-05,-545.884761
-2.28E-05,-595.6556999
-7.56E-05,-644.3534973
-0.000127523,-694.9608828
-0.000190873,-746.2840104
-0.000230149,-795.9361306
-0.000274476,-845.1110896
-0.000324313,-893.3307828
-0.000372464,-940.4763915
-0.000415967,-987.0260203
-0.000473386,-1034.053753
-0.000525337,-1079.525526
-0.000571797,-1124.290043
-0.000611502,-1167.253418
-0.000667655,-1213.564466
-0.000716229,-1261.308884
-0.000763101,-1306.658066
-0.000810522,-1348.433253
-0.000863682,-1392.594247
-0.000919697,-1436.76467
-0.000967475,-1480.925663
-0.00101663,-1522.70085
-0.0010677,-1566.861843
-0.00111218,-1611.022837
-0.00116353,-1655.18383
-0.00120911,-1701.73063
-0.00126897,-1747.089241
-0.00131812,-1791.250235
-0.00137496,-1836.599416
-0.00142411,-1881.958028
-0.00147985,-1928.504828
-0.0015279,-1972.665821
-0.00158282,-2019.222051
-0.00163664,-2064.571232
-0.00169128,-2109.929844
-0.0017462,-2155.288455
-0.00180057,-2195.866024
-0.00184478,-2234.057787
-0.001892,-2272.258979
-0.00193731,-2305.669699
-0.00198042,-2334.318236
-0.00203232,-2359.383348
-0.00208284,-2386.834266
-0.00213172,-2414.285185
-0.00219982,-2440.547915
-0.00225391,-2465.613027
-0.00232613,-2491.866328
-0.00238516,-2513.357446
-0.0023912,-2515.743252
-0.00246204,-2530.06752
-0.00252987,-2472.770446
-0.00252959,-2415.482803
-0.00253042,-2358.195159
-0.00252959,-2300.898086
-0.00250598,-2245.996249
-0.00246589,-2187.510987
-0.00241729,-2130.223343
-0.00236072,-2071.738082
-0.00230828,-2020.410239
-0.00225473,-1965.508402
-0.00219048,-1910.606565
-0.00213803,-1853.309491
-0.00208312,-1798.407654
-0.00201859,-1741.12001
-0.00196285,-1685.020555
-0.00190875,-1630.118718
-0.00185384,-1571.633456
-0.00178162,-1517.919807
-0.00172506,-1463.01797
-0.00166959,-1412.887746
-0.00161879,-1359.174097
-0.00155756,-1305.469878
-0.00151033,-1256.527842
-0.00145679,-1207.595235
-0.00140681,-1158.898381
-0.00135052,-1111.276554
-0.00129121,-1061.740424
-0.00122888,-1013.524503
-0.00118083,-966.7325208
-0.0011325,-916.8437063
-0.00107182,-866.5946632
-0.00101388,-819.2104737
-0.000967475,-768.1259265
-0.000914755,-719.9062333
-0.000857366,-667.6278404
-0.000800252,-617.2599782
-0.000751266,-568.5621808
-0.000706509,-520.2227255
-0.000649066,-469.8548638
-0.00059964,-417.218128
-0.000549858,-369.7141767
-0.000505073,-321.136141
-0.000441726,-269.2160904
-0.000388519,-216.7000596
-0.000335313,-163.2278203
-0.000285459,-110.484525
-0.000233535,-55.78354822
-0.000180323,-0.919043742
-0.000127545,51.79227329
-7.35E-05,102.6736023
-2.19E-05,150.3208906
2.37E-05,201.1668569
6.97E-05,253.2057264
0.000126721,305.125777
0.000188338,355.9717433
0.000241553,409.8013821
0.000292214,459.0961028
0.000350069,513.0445605
0.000409572,564.7260305
0.00046751,622.2560263
0.000527369,678.9505189
0.000577344,732.780158
0.000637203,787.683881
0.000689924,839.2455889
0.000748685,891.642801
0.000806623,943.6854426
0.000864286,993.098982
0.00091124,1039.41003
0.000955723,1084.52346
0.0010046,1132.739381
0.00105897,1180.370638
0.00110592,1227.275781
0.00115617,1276.208387
0.00119818,1319.181192
0.00124623,1365.727992
0.00130143,1414.660598
0.0013492,1461.207397
0.00139424,1506.566009
0.00144339,1551.924621
0.00148457,1594.887996
0.00154004,1640.246607
0.00157409,1684.407601
0.00162626,1728.568594
0.001682,1771.541399
0.00172154,1814.504774
0.00177234,1857.47758
0.00182561,1901.638573
0.00187723,1942.216142
0.00192117,1985.188947
0.0019802,2026.964134
0.00204061,2069.927509
0.00209553,2111.702696
0.00214715,2152.280265
0.00220097,2190.481457
0.00224875,2231.059026
0.00230586,2270.448407
0.00236462,2308.640169
0.00242228,2345.643743
0.00248242,2382.637887
0.00252855,2418.453273
0.00257962,2453.061611
0.0026307,2485.293573
0.00266282,2504.389454
0.00268671,2447.09238
0.00268369,2388.607118
0.00268396,2331.319475
0.00267216,2272.834213
0.00261477,2216.734758
0.00256699,2158.249496
0.00252168,2100.961853
0.00245496,2046.060015
0.00239318,1987.574754
0.00233222,1929.089492
0.00227483,1875.375843
0.00222843,1818.088199
0.00216857,1760.800556
0.00210926,1702.315294
0.00204638,1645.018221
0.00198569,1591.314001
0.0019305,1536.402734
0.00187202,1480.312709
0.00182067,1425.401442
0.00176657,1370.499605
0.00172044,1316.785956
0.00166855,1266.665161
0.00161528,1212.951512
0.00157272,1158.049675
0.00151396,1101.95022
0.00146618,1049.189008
0.00141813,999.7754677
0.00137062,945.8354972
0.00131241,888.6591288
0.00126408,833.7554052
0.00120889,781.8353548
0.00116194,730.631046
0.00111718,682.4113528
0.00106473,629.7755604
0.0010068,577.9743282
0.00096451,525.099955
0.000903552,474.0154082
0.000852204,421.2598538
0.000789599,365.6394457
0.000728915,310.4971419
0.000670978,255.9517613
0.000614138,199.4958494
0.000551533,141.6075108
0.000493046,84.12589079
0.000435108,26.04715913
0.000373711,-28.96416107
0.000315993,-87.34135427
0.000258522,-140.7889811
0.000198992,-194.0216968
0.000134822,-246.4198517
7.48E-05,-298.4587212
3.08E-05,-351.6914369
-1.90E-05,-400.2694726
-7.01E-05,-447.6546051
-0.00012414,-498.0224673
-0.00018032,-550.4196789
-0.000232673,-601.1468266
-0.000277469,-651.276108
-0.000327279,-699.734382
-0.00037669,-749.6260255
-0.000424419,-798.8009841
-0.000484369,-848.3333426
-0.000531268,-895.7175321
-0.000580666,-941.550476
-0.000622486,-988.2236386
-0.000676524,-1032.978726
-0.000723808,-1075.828941
-0.000768153,-1120.584028
-0.000820462,-1167.017667
-0.000869173,-1207.595235
-0.000924365,-1252.953847
-0.000970496,-1295.917222
-0.00101827,-1342.464022
-0.00107017,-1383.051021
-0.00111191,-1423.62859
-0.00115557,-1464.215588
-0.00120142,-1507.178963
-0.00125606,-1553.725763
-0.00131455,-1597.886757
-0.00136727,-1640.859562
-0.00141615,-1682.634749
-0.00146393,-1726.795742
-0.00150951,-1772.154354
-0.00156607,-1816.315347
-0.00161385,-1860.47634
-0.00166767,-1904.637334
-0.00171957,-1949.995945
-0.00178135,-1996.542745
-0.00183571,-2039.50612
-0.0018931,-2082.478926
-0.00194006,-2124.254112
-0.00199854,-2169.603294
-0.00205374,-2208.992675
-0.0021081,-2248.382055
-0.00215121,-2287.771436
-0.00221409,-2324.77501
-0.00226407,-2362.966772
-0.0023231,-2399.970346
-0.002375,-2438.162109
-0.00242882,-2473.968065
-0.00245985,-2497.835559
-0.00250818,-2440.547915
-0.00250708,-2382.062653
-0.00250159,-2325.963198
-0.0024409,-2268.675555
-0.00238846,-2211.378481
-0.00233876,-2158.86245
-0.00227945,-2100.377189
-0.00222508,-2044.287163
-0.00216577,-1991.771132
-0.00211277,-1934.474059
-0.00205731,-1878.374603
-0.00199443,-1821.08696
-0.00193923,-1762.601698
-0.00188267,-1706.502243
-0.00182775,-1649.214599
-0.0017635,-1596.698568
-0.00170748,-1541.796731
-0.0016479,-1488.083082
-0.0015971,-1433.181245
-0.00153889,-1378.279408
-0.00149221,-1326.951565
-0.00143839,-1280.404766
-0.00138732,-1230.274541
-0.00132965,-1181.455096
-0.00127062,-1131.324872
-0.00121048,-1083.825635
-0.00116243,-1037.514587
-0.00111301,-987.9784571
-0.00105699,-939.1637266
-0.000996581,-889.3918447
-0.000950176,-839.1428012
-0.000894161,-789.7292618
-0.000838255,-737.3320503
-0.000783805,-690.0666794
-0.000736054,-640.4145592
-0.000687096,-590.2852779
-0.000633881,-539.797654
-0.000585719,-490.2643529
-0.000533767,-440.2538903
-0.000486483,-390.9601127
-0.000426102,-338.6817195
-0.000371619,-286.5230882
-0.000321776,-235.3197225
-0.000269012,-180.1764757
-0.000222535,-127.958435
-0.000168074,-76.0025501
-0.000115683,-23.2912227
-6.33E-05,30.18884358
-9.28E-06,79.84105797
2.96E-05,129.3144783
7.90E-05,179.920921
0.00013927,234.7058253
0.00020366,286.3872953
0.000251218,337.1134998
0.000307097,389.8690542
0.000362481,443.8184548
0.000422203,497.409513
0.000480964,554.2228243
0.000540275,611.2747159
0.000597114,665.82104
0.000652031,721.7988475
0.00071244,777.0609131
0.000769828,827.7871173
0.000826942,879.9457486
0.000883507,931.3886383
0.000933207,977.6996863
0.000974395,1024.246486
0.00102739,1072.707589
0.00108093,1121.527034
0.00112597,1169.02627
0.00117374,1218.920743
0.00122564,1265.467543
0.00126903,1312.014343
0.00131845,1359.758761
0.00137117,1408.691367
0.00141428,1454.049978
0.00146398,1501.794397
0.00150819,1544.757772
0.00155514,1591.314001
0.00159798,1637.860801
0.00165344,1682.021795
0.00170122,1727.380406
0.00174241,1770.343781
0.00179266,1814.504774
0.00184044,1859.863386
0.00189453,1901.638573
0.00194725,1946.987755
0.00199723,1989.96056
0.00206011,2034.121553
0.00210898,2078.282547
0.00215923,2118.869545
0.0022136,2161.832921
0.00225863,2203.608108
0.0023141,2245.383294
0.00237176,2287.158482
0.00242531,2324.162056
0.00248517,2364.739624
0.00253047,2401.743198
0.00257907,2439.934961
0.00262795,2475.740917
0.00266831,2505.577642
0.00268946,2447.09238
0.00268836,2389.804737
0.00268561,2331.319475
0.00266639,2274.031831
0.00261038,2216.734758
0.0025604,2159.447114
0.00251262,2102.15947
0.002447,2043.674209
0.00238851,1991.158178
0.00233002,1933.861105
0.00227318,1877.761649
0.00222596,1822.859812
0.00216665,1764.37455
0.00210761,1708.275095
0.00205297,1655.759064
0.00198652,1598.471421
0.00192858,1541.183777
0.00187147,1485.084322
0.00182012,1431.370673
0.00176987,1381.240448
0.00172099,1325.140993
0.00166717,1271.436774
0.00161226,1218.920743
0.00157052,1163.537973
0.00151258,1108.390954
0.00146398,1054.328392
0.00141208,1000.973086
0.00136568,949.1737403
0.00130939,894.1493125
0.00126161,839.4841698
0.00120587,786.7286152
0.00115809,734.2116415
0.00111416,687.0660328
0.00106061,634.6688207
0.00100323,583.1071128
0.000963411,531.4256428
0.000901629,479.6253536
0.000851929,426.7500375
0.000787951,371.2493913
0.000727268,316.4644869
0.000666859,260.8450219
0.000612491,204.8672143
0.000549061,148.7696449
0.000491673,91.33508101
0.000432884,33.86496573
0.000372173,-20.3800674
